op_index,op,class,decisive_note
1875,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1876,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1877,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1878,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1879,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1880,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1881,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1882,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1883,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1884,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1885,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1886,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1887,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1888,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1889,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1890,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1891,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1892,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1893,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1894,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1895,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1896,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1897,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1898,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
1899,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1900,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1901,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1902,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1903,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
1904,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1905,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1906,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1907,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
1908,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1909,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1910,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1911,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1912,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1913,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1914,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1915,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1916,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1917,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1918,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
1919,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
1920,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1921,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1922,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1923,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1924,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1925,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1926,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1927,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
1928,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1929,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1930,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1931,matmul,normalization-needed,"const-weight matmul 3000x128x749 tx=False ty=False outside parity envelope; falls to the source-qualified chunked matvec path (per-row/512-column slices, physical reduction 256/512, weight must be a const with BLOBFILE payload — this proto stores it inline, so the handoff must re-emit weight.bin ..."
1932,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1933,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1934,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1935,pad,missing,no H13 encoder for 'pad': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1936,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1937,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1938,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1939,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1940,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1941,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1942,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1943,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
1944,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1945,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1946,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1947,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1948,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1949,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1950,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
1951,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
1952,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1953,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
1954,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
